,intent,text,seeds,label,is_invalid
518,appointment,can you please provide more context or details about your request,i would like to meet with a bank representative,1,X
521,appointment,can you schedule an appointment with someone at the bank,can i schedule an appointment with someone at the bank?,1,
527,appointment,can you provide any additional information or details that may be relevant for the appointment,how do i set up an appointment at the bank?,1,X
548,appointment,could i make an appointment with a bank representative,can i schedule an appointment with someone at the bank?,1,
551,appointment,how can i schedule an appointment with a bank representative,how do i set up an appointment at the bank?,1,
554,appointment,can i speak with a bank representative,i would like to meet with a bank representative,1,
555,appointment,how can i make an appointment with a bank representative,how do i set up an appointment at the bank?,1,
557,appointment,i would like to schedule an appointment with someone at the bank,can i schedule an appointment with someone at the bank?,1,
562,appointment,how do i schedule an appointment with someone at the bank,can i schedule an appointment with someone at the bank?,1,
570,appointment,how can i set up an appointment with the bank,how do i set up an appointment at the bank?,1,
576,appointment,could you please specify the time and date you would like to schedule the appointment,how do i set up an appointment at the bank?,1,X
592,appointment,can you please schedule an appointment with someone at the bank,can i schedule an appointment with someone at the bank?,1,
593,appointment,i would like to set up an appointment with the bank can you please guide me on how to do it,how do i set up an appointment at the bank?,1,
594,appointment,i would like to set up an appointment with a bank representative,i would like to meet with a bank representative,1,
595,appointment,could you please tell me how to set up an appointment with the bank,how do i set up an appointment at the bank?,1,
608,appointment,is there a way for me to schedule a meeting with a bank employee,can i schedule an appointment with someone at the bank?,1,
618,appointment,can you please provide more information about the appointment you would like to set up at the bank,how do i set up an appointment at the bank?,1,X
650,appointment,i have a question about banking services and would like to speak with a representative,i would like to meet with a bank representative,1,
657,appointment,what is the best time to schedule an appointment with someone at the bank,can i schedule an appointment with someone at the bank?,1,
671,appointment,could i schedule an appointment with someone at the bank,can i schedule an appointment with someone at the bank?,1,
694,appointment,would you like to book an appointment online or by phone,can i schedule an appointment with someone at the bank?,1,X
709,appointment,do you have any specific requests or requirements for the appointment,can i schedule an appointment with someone at the bank?,1,X
